column,nominal_position_mm,green_median,green_std
8.600000000000000000e+01,4.326758620689655110e+00,1.257900000000000000e+04,5.412280685882531088e+02
8.700000000000000000e+01,4.361793103448275311e+00,1.257100000000000000e+04,5.794644088766541472e+02
8.800000000000000000e+01,4.396827586206896399e+00,1.257900000000000000e+04,5.404811794792146884e+02
8.900000000000000000e+01,4.431862068965517487e+00,1.249900000000000000e+04,5.049360785989306919e+02
9.000000000000000000e+01,4.466896551724137687e+00,1.249900000000000000e+04,5.847578978260503391e+02
9.100000000000000000e+01,4.501931034482757887e+00,1.246700000000000000e+04,5.178219695489573269e+02
9.200000000000000000e+01,4.536965517241378976e+00,1.249900000000000000e+04,5.372146849628840073e+02
9.300000000000000000e+01,4.572000000000000064e+00,1.241900000000000000e+04,5.618658843489753281e+02
9.400000000000000000e+01,4.607034482758620264e+00,1.243500000000000000e+04,5.199756056822911887e+02
9.500000000000000000e+01,4.642068965517241352e+00,1.240300000000000000e+04,4.923226671239378334e+02
9.600000000000000000e+01,4.677103448275861552e+00,1.236300000000000000e+04,4.360645724558253846e+02
9.700000000000000000e+01,4.712137931034482641e+00,1.237100000000000000e+04,5.008737795011750791e+02
9.800000000000000000e+01,4.747172413793102841e+00,1.232300000000000000e+04,5.037828425011014133e+02
9.900000000000000000e+01,4.782206896551723929e+00,1.230700000000000000e+04,4.648156681074617040e+02
1.000000000000000000e+02,4.817241379310345017e+00,1.230700000000000000e+04,5.013935147269859272e+02
1.010000000000000000e+02,4.852275862068965218e+00,1.222700000000000000e+04,5.011531531191919271e+02
1.020000000000000000e+02,4.887310344827585418e+00,1.223500000000000000e+04,4.844076112220020605e+02
1.030000000000000000e+02,4.922344827586206506e+00,1.217100000000000000e+04,5.061585683376441125e+02
1.040000000000000000e+02,4.957379310344827594e+00,1.213100000000000000e+04,4.741958956224463577e+02
1.050000000000000000e+02,4.992413793103448683e+00,1.217900000000000000e+04,4.954327584186284525e+02
1.060000000000000000e+02,5.027448275862068883e+00,1.215500000000000000e+04,4.864578578501806305e+02
1.070000000000000000e+02,5.062482758620689083e+00,1.217100000000000000e+04,5.121766444770587441e+02
1.080000000000000000e+02,5.097517241379310171e+00,1.217100000000000000e+04,5.298615622549626778e+02
1.090000000000000000e+02,5.132551724137931259e+00,1.209900000000000000e+04,4.704185918641230160e+02
1.100000000000000000e+02,5.167586206896551460e+00,1.209900000000000000e+04,4.895520662985482545e+02
1.110000000000000000e+02,5.202620689655171660e+00,1.209100000000000000e+04,4.770532459217333212e+02
1.120000000000000000e+02,5.237655172413792748e+00,1.203500000000000000e+04,5.469675497253424510e+02
1.130000000000000000e+02,5.272689655172413836e+00,1.206700000000000000e+04,4.820438011971402830e+02
1.140000000000000000e+02,5.307724137931034036e+00,1.197900000000000000e+04,5.121317132047648784e+02
1.150000000000000000e+02,5.342758620689655125e+00,1.201900000000000000e+04,5.707174095266245786e+02
1.160000000000000000e+02,5.377793103448275325e+00,1.197100000000000000e+04,4.195257056607156301e+02
1.170000000000000000e+02,5.412827586206896413e+00,1.198700000000000000e+04,4.573630614126575438e+02
1.180000000000000000e+02,5.447862068965516613e+00,1.189900000000000000e+04,4.472173801499029651e+02
1.190000000000000000e+02,5.482896551724137701e+00,1.200300000000000000e+04,4.888874934407535875e+02
1.200000000000000000e+02,5.517931034482758790e+00,1.192300000000000000e+04,4.540641950494080561e+02
1.210000000000000000e+02,5.552965517241378990e+00,1.193100000000000000e+04,4.935068635303989595e+02
1.220000000000000000e+02,5.587999999999999190e+00,1.190700000000000000e+04,4.864883554067030218e+02
1.230000000000000000e+02,5.623034482758620278e+00,1.192300000000000000e+04,4.736711087400379370e+02
1.240000000000000000e+02,5.658068965517240478e+00,1.193900000000000000e+04,4.879302721470696156e+02
1.250000000000000000e+02,5.693103448275862455e+00,1.183500000000000000e+04,5.466948807664875858e+02
1.260000000000000000e+02,5.728137931034482655e+00,1.181100000000000000e+04,4.376594046767924624e+02
1.270000000000000000e+02,5.763172413793103743e+00,1.190700000000000000e+04,5.221209179239435798e+02
1.280000000000000000e+02,5.798206896551723943e+00,1.184300000000000000e+04,4.465571606763447789e+02
1.290000000000000000e+02,5.833241379310344144e+00,1.180300000000000000e+04,5.149737484078823400e+02
1.300000000000000000e+02,5.868275862068965232e+00,1.184300000000000000e+04,5.305411399076266434e+02
1.310000000000000000e+02,5.903310344827585432e+00,1.177100000000000000e+04,5.266927361857792675e+02
1.320000000000000000e+02,5.938344827586207408e+00,1.177900000000000000e+04,5.343351139113709678e+02
1.330000000000000000e+02,5.973379310344827609e+00,1.171500000000000000e+04,5.254688653830393150e+02
1.340000000000000000e+02,6.008413793103447809e+00,1.173100000000000000e+04,5.185479879959872278e+02
1.350000000000000000e+02,6.043448275862068897e+00,1.173900000000000000e+04,5.226664745565331032e+02
1.360000000000000000e+02,6.078482758620689097e+00,1.165100000000000000e+04,5.402680596421255359e+02
1.370000000000000000e+02,6.113517241379310185e+00,1.176300000000000000e+04,5.397120350803047586e+02
1.380000000000000000e+02,6.148551724137930385e+00,1.169900000000000000e+04,5.210279728548538287e+02
1.390000000000000000e+02,6.183586206896550586e+00,1.162700000000000000e+04,5.782043155537255643e+02
1.400000000000000000e+02,6.218620689655172562e+00,1.165100000000000000e+04,5.629144590331385416e+02
1.410000000000000000e+02,6.253655172413792762e+00,1.169900000000000000e+04,6.238907055198603757e+02
1.420000000000000000e+02,6.288689655172413850e+00,1.171500000000000000e+04,5.340039405782540598e+02
1.430000000000000000e+02,6.323724137931034051e+00,1.157900000000000000e+04,5.197008522410203568e+02
1.440000000000000000e+02,6.358758620689654251e+00,1.166700000000000000e+04,5.795734614436941001e+02
1.450000000000000000e+02,6.393793103448276227e+00,1.167500000000000000e+04,5.292618958178646835e+02
1.460000000000000000e+02,6.428827586206896427e+00,1.161900000000000000e+04,5.843877091991993211e+02
1.470000000000000000e+02,6.463862068965517516e+00,1.161100000000000000e+04,5.547379266133206102e+02
1.480000000000000000e+02,6.498896551724137716e+00,1.161900000000000000e+04,6.289084979686157340e+02
1.490000000000000000e+02,6.533931034482757916e+00,1.161900000000000000e+04,5.764516339225604042e+02
1.500000000000000000e+02,6.568965517241379004e+00,1.169900000000000000e+04,6.175667840203665264e+02
1.510000000000000000e+02,6.603999999999999204e+00,1.158700000000000000e+04,6.030999929424283437e+02
1.520000000000000000e+02,6.639034482758621181e+00,1.165100000000000000e+04,5.583159553878947463e+02
